date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2002-05-01,10.01,1,30,"1972-05-01 2001-05-01",89.91,2.98,30,"1972-05-01 2001-05-01",16.47,1.06,30,"1972-05-01 2001-05-01",22.6,2.18,30,"1972-05-01 2001-05-01",5.5,1.24,30,"1972-05-01 2001-05-01",57.38,3.23,30,"1972-05-01 2001-05-01",8.47,0.93,30,"1972-05-01 2001-05-01",2.37,0.84,30,"1972-05-01 2001-05-01",67.93,31.02,30,"1972-05-01 2001-05-01",67.93,31.02,30,"1972-05-01 2001-05-01",0,0,30,"1972-05-01 2001-05-01",0,0,30,"1972-05-01 2001-05-01",,,,
2002-04-01,7.15,1.09,30,"1972-04-01 2001-04-01",89.9,3.17,30,"1972-04-01 2001-04-01",13.05,0.98,30,"1972-04-01 2001-04-01",23.89,2.29,30,"1972-04-01 2001-04-01",2.36,1.37,30,"1972-04-01 2001-04-01",58.37,3.58,30,"1972-04-01 2001-04-01",5.3,1.06,30,"1972-04-01 2001-04-01",2.44,1.12,30,"1972-04-01 2001-04-01",85.87,38.18,30,"1972-04-01 2001-04-01",85.41,37.71,30,"1972-04-01 2001-04-01",0.43,1.26,30,"1972-04-01 2001-04-01",0,0.02,30,"1972-04-01 2001-04-01",,,,
2002-03-01,5.34,1.31,30,"1972-03-01 2001-03-01",91.52,3.03,30,"1972-03-01 2001-03-01",10.19,1.13,30,"1972-03-01 2001-03-01",24.35,3.16,30,"1972-03-01 2001-03-01",0.63,1.51,30,"1972-03-01 2001-03-01",63.11,3.66,30,"1972-03-01 2001-03-01",3.16,1,30,"1972-03-01 2001-03-01",2.86,1.16,30,"1972-03-01 2001-03-01",112.95,40.61,30,"1972-03-01 2001-03-01",110.73,39.48,30,"1972-03-01 2001-03-01",2.38,4.95,30,"1972-03-01 2001-03-01",0.1,0.37,30,"1972-03-01 2001-03-01",,,,
2002-02-01,3.92,1.85,30,"1972-02-01 2001-02-01",92.82,2.85,30,"1972-02-01 2001-02-01",8,1.42,30,"1972-02-01 2001-02-01",23.07,3.79,30,"1972-02-01 2001-02-01",-0.76,2.19,30,"1972-02-01 2001-02-01",67.44,4.94,30,"1972-02-01 2001-02-01",1.48,1.64,30,"1972-02-01 2001-02-01",2.96,1.79,30,"1972-02-01 2001-02-01",119.52,52.56,30,"1972-02-01 2001-02-01",110.89,53.9,30,"1972-02-01 2001-02-01",8.9,12.43,30,"1972-02-01 2001-02-01",0.5,1.13,30,"1972-02-01 2001-02-01",,,,
2002-01-01,3.11,2.12,30,"1972-01-01 2001-01-01",93.96,3.33,30,"1972-01-01 2001-01-01",6.25,1.7,30,"1972-01-01 2001-01-01",21.98,4.64,30,"1972-01-01 2001-01-01",-1.24,2.6,30,"1972-01-01 2001-01-01",72.85,6.45,30,"1972-01-01 2001-01-01",0.57,2,30,"1972-01-01 2001-01-01",2.82,1.41,30,"1972-01-01 2001-01-01",149.94,59.79,30,"1972-01-01 2001-01-01",138.17,59.74,30,"1972-01-01 2001-01-01",11.7,14.6,30,"1972-01-01 2001-01-01",0.9,1.94,30,"1972-01-01 2001-01-01",,,,
2001-12-01,3.25,2,30,"1971-12-01 2000-12-01",93.9,3.11,30,"1971-12-01 2000-12-01",6.23,1.59,30,"1971-12-01 2000-12-01",22.9,4.25,30,"1971-12-01 2000-12-01",-1.02,2.41,30,"1971-12-01 2000-12-01",73.83,5.7,30,"1971-12-01 2000-12-01",0.81,1.76,30,"1971-12-01 2000-12-01",3.06,1.3,30,"1971-12-01 2000-12-01",176.45,60.27,30,"1971-12-01 2000-12-01",161.81,57.52,30,"1971-12-01 2000-12-01",15.78,22.07,30,"1971-12-01 2000-12-01",1,1.84,30,"1971-12-01 2000-12-01",,,,
2001-11-01,5.55,2.14,30,"1971-11-01 2000-11-01",93.48,3.84,30,"1971-11-01 2000-11-01",8.98,1.5,30,"1971-11-01 2000-11-01",23.58,3.17,30,"1971-11-01 2000-11-01",1.28,2.51,30,"1971-11-01 2000-11-01",71.86,5.35,30,"1971-11-01 2000-11-01",3.07,1.87,30,"1971-11-01 2000-11-01",3.04,1.44,30,"1971-11-01 2000-11-01",180.95,69.87,30,"1971-11-01 2000-11-01",178.45,70,30,"1971-11-01 2000-11-01",2.52,5.66,30,"1971-11-01 2000-11-01",0.1,0.33,30,"1971-11-01 2000-11-01",,,,
2001-10-01,9.39,0.97,30,"1971-10-01 2000-10-01",94.4,3.14,30,"1971-10-01 2000-10-01",13.52,0.88,30,"1971-10-01 2000-10-01",21.79,3.04,30,"1971-10-01 2000-10-01",5.09,1.18,30,"1971-10-01 2000-10-01",70.07,3.92,30,"1971-10-01 2000-10-01",6.57,0.94,30,"1971-10-01 2000-10-01",2.23,1.19,30,"1971-10-01 2000-10-01",112.59,60.42,30,"1971-10-01 2000-10-01",112.47,60.55,30,"1971-10-01 2000-10-01",0.09,0.37,30,"1971-10-01 2000-10-01",0,0.01,30,"1971-10-01 2000-10-01",,,,
2001-09-01,12.68,1.17,30,"1971-09-01 2000-09-01",92.87,2.82,30,"1971-09-01 2000-09-01",18.7,1.28,30,"1971-09-01 2000-09-01",20.79,2.08,30,"1971-09-01 2000-09-01",8.73,1.25,30,"1971-09-01 2000-09-01",63.23,4.23,30,"1971-09-01 2000-09-01",10.48,0.93,30,"1971-09-01 2000-09-01",1.7,0.97,30,"1971-09-01 2000-09-01",53.49,34.02,30,"1971-09-01 2000-09-01",53.49,34.02,30,"1971-09-01 2000-09-01",0,0,30,"1971-09-01 2000-09-01",0,0,30,"1971-09-01 2000-09-01",,,,
2001-08-01,14.55,1.03,30,"1971-08-01 2000-08-01",89.97,3.09,30,"1971-08-01 2000-08-01",21.86,1.14,30,"1971-08-01 2000-08-01",20.45,1.79,30,"1971-08-01 2000-08-01",11.03,1.06,30,"1971-08-01 2000-08-01",58.81,3.75,30,"1971-08-01 2000-08-01",13.39,0.84,30,"1971-08-01 2000-08-01",1.98,0.76,30,"1971-08-01 2000-08-01",39.08,35.3,30,"1971-08-01 2000-08-01",39.08,35.3,30,"1971-08-01 2000-08-01",0,0,30,"1971-08-01 2000-08-01",0,0,30,"1971-08-01 2000-08-01",,,,
2001-07-01,14.23,0.85,30,"1971-07-01 2000-07-01",88.92,3.54,30,"1971-07-01 2000-07-01",21.74,1.14,30,"1971-07-01 2000-07-01",20.64,2.34,30,"1971-07-01 2000-07-01",10.52,1,30,"1971-07-01 2000-07-01",57.38,4.09,30,"1971-07-01 2000-07-01",13.17,0.83,30,"1971-07-01 2000-07-01",2.46,1,30,"1971-07-01 2000-07-01",39.61,25.54,30,"1971-07-01 2000-07-01",39.61,25.54,30,"1971-07-01 2000-07-01",0,0,30,"1971-07-01 2000-07-01",0,0,30,"1971-07-01 2000-07-01",,,,
2001-06-01,12.29,1,30,"1971-06-01 2000-06-01",89.58,2.99,30,"1971-06-01 2000-06-01",19.17,1.11,30,"1971-06-01 2000-06-01",21.23,1.74,30,"1971-06-01 2000-06-01",8.26,1.13,30,"1971-06-01 2000-06-01",57.38,3.34,30,"1971-06-01 2000-06-01",11.2,0.85,30,"1971-06-01 2000-06-01",2.57,0.95,30,"1971-06-01 2000-06-01",54.76,30.57,30,"1971-06-01 2000-06-01",54.76,30.57,30,"1971-06-01 2000-06-01",0,0,30,"1971-06-01 2000-06-01",0,0,30,"1971-06-01 2000-06-01",,,,
2001-05-01,10,1,30,"1971-05-01 2000-05-01",90.01,2.85,30,"1971-05-01 2000-05-01",16.46,1.06,30,"1971-05-01 2000-05-01",22.56,2.12,30,"1971-05-01 2000-05-01",5.51,1.24,30,"1971-05-01 2000-05-01",57.45,3.2,30,"1971-05-01 2000-05-01",8.45,0.94,30,"1971-05-01 2000-05-01",2.32,0.84,30,"1971-05-01 2000-05-01",67.76,31.15,30,"1971-05-01 2000-05-01",67.76,31.15,30,"1971-05-01 2000-05-01",0,0,30,"1971-05-01 2000-05-01",0,0,30,"1971-05-01 2000-05-01",,,,
2001-04-01,7.12,1.12,30,"1971-04-01 2000-04-01",89.93,3.16,30,"1971-04-01 2000-04-01",13.05,0.98,30,"1971-04-01 2000-04-01",23.87,2.28,30,"1971-04-01 2000-04-01",2.33,1.39,30,"1971-04-01 2000-04-01",58.2,3.69,30,"1971-04-01 2000-04-01",5.27,1.09,30,"1971-04-01 2000-04-01",2.38,1.09,30,"1971-04-01 2000-04-01",83.97,38.46,30,"1971-04-01 2000-04-01",83.51,37.97,30,"1971-04-01 2000-04-01",0.43,1.26,30,"1971-04-01 2000-04-01",0,0.02,30,"1971-04-01 2000-04-01",,,,
2001-03-01,5.23,1.41,30,"1971-03-01 2000-03-01",91.43,3.07,30,"1971-03-01 2000-03-01",10.12,1.2,30,"1971-03-01 2000-03-01",24.42,3.23,30,"1971-03-01 2000-03-01",0.51,1.62,30,"1971-03-01 2000-03-01",62.85,3.8,30,"1971-03-01 2000-03-01",3.08,1.08,30,"1971-03-01 2000-03-01",2.95,1.24,30,"1971-03-01 2000-03-01",114.27,41.46,30,"1971-03-01 2000-03-01",111.8,40.15,30,"1971-03-01 2000-03-01",2.64,5.02,30,"1971-03-01 2000-03-01",0.2,0.48,30,"1971-03-01 2000-03-01",,,,
2001-02-01,3.94,1.83,30,"1971-02-01 2000-02-01",93.03,2.62,30,"1971-02-01 2000-02-01",7.98,1.43,30,"1971-02-01 2000-02-01",23.24,3.87,30,"1971-02-01 2000-02-01",-0.69,2.14,30,"1971-02-01 2000-02-01",67.7,4.8,30,"1971-02-01 2000-02-01",1.51,1.62,30,"1971-02-01 2000-02-01",2.99,1.79,30,"1971-02-01 2000-02-01",122.95,50.51,30,"1971-02-01 2000-02-01",113.82,51.53,30,"1971-02-01 2000-02-01",9.47,13.07,30,"1971-02-01 2000-02-01",0.5,1.13,30,"1971-02-01 2000-02-01",,,,
2001-01-01,3.03,2.11,30,"1971-01-01 2000-01-01",94.03,3.31,30,"1971-01-01 2000-01-01",6.13,1.69,30,"1971-01-01 2000-01-01",22.06,4.68,30,"1971-01-01 2000-01-01",-1.31,2.59,30,"1971-01-01 2000-01-01",72.98,6.47,30,"1971-01-01 2000-01-01",0.49,1.99,30,"1971-01-01 2000-01-01",2.89,1.43,30,"1971-01-01 2000-01-01",152.61,60.63,30,"1971-01-01 2000-01-01",138.51,59.73,30,"1971-01-01 2000-01-01",15.76,24.43,30,"1971-01-01 2000-01-01",1.1,2.18,30,"1971-01-01 2000-01-01",,,,
2000-12-01,3.22,2.01,30,"1970-12-01 1999-12-01",94,2.99,30,"1970-12-01 1999-12-01",6.19,1.6,30,"1970-12-01 1999-12-01",23.02,4.31,30,"1970-12-01 1999-12-01",-1.01,2.41,30,"1970-12-01 1999-12-01",73.82,5.7,30,"1970-12-01 1999-12-01",0.81,1.76,30,"1970-12-01 1999-12-01",3.13,1.32,30,"1970-12-01 1999-12-01",178.08,59.85,30,"1970-12-01 1999-12-01",163.3,57.07,30,"1970-12-01 1999-12-01",15.79,22.07,30,"1970-12-01 1999-12-01",1,1.84,30,"1970-12-01 1999-12-01",,,,
2000-11-01,5.55,2.14,30,"1970-11-01 1999-11-01",93.53,3.83,30,"1970-11-01 1999-11-01",8.97,1.5,30,"1970-11-01 1999-11-01",23.76,3.11,30,"1970-11-01 1999-11-01",1.25,2.53,30,"1970-11-01 1999-11-01",71.87,5.34,30,"1970-11-01 1999-11-01",3.05,1.88,30,"1970-11-01 1999-11-01",3.1,1.38,30,"1970-11-01 1999-11-01",181.84,68.66,30,"1970-11-01 1999-11-01",178.92,69.35,30,"1970-11-01 1999-11-01",2.85,5.79,30,"1970-11-01 1999-11-01",0.1,0.33,30,"1970-11-01 1999-11-01",,,,
2000-10-01,9.35,1,30,"1970-10-01 1999-10-01",94.48,3.11,30,"1970-10-01 1999-10-01",13.47,0.9,30,"1970-10-01 1999-10-01",21.71,2.99,30,"1970-10-01 1999-10-01",5.02,1.23,30,"1970-10-01 1999-10-01",70.07,3.92,30,"1970-10-01 1999-10-01",6.5,0.99,30,"1970-10-01 1999-10-01",2.15,1.15,30,"1970-10-01 1999-10-01",110.6,60.95,30,"1970-10-01 1999-10-01",110.48,61.08,30,"1970-10-01 1999-10-01",0.09,0.37,30,"1970-10-01 1999-10-01",0,0.01,30,"1970-10-01 1999-10-01",,,,
2000-09-01,12.62,1.22,30,"1970-09-01 1999-09-01",92.95,2.77,30,"1970-09-01 1999-09-01",18.64,1.32,30,"1970-09-01 1999-09-01",20.9,2.12,30,"1970-09-01 1999-09-01",8.64,1.36,30,"1970-09-01 1999-09-01",63.11,4.32,30,"1970-09-01 1999-09-01",10.39,1,30,"1970-09-01 1999-09-01",1.66,0.96,30,"1970-09-01 1999-09-01",54.42,34.24,30,"1970-09-01 1999-09-01",54.42,34.24,30,"1970-09-01 1999-09-01",0,0,30,"1970-09-01 1999-09-01",0,0,30,"1970-09-01 1999-09-01",,,,
2000-08-01,14.54,1.04,30,"1970-08-01 1999-08-01",90.12,3.09,30,"1970-08-01 1999-08-01",21.86,1.14,30,"1970-08-01 1999-08-01",20.34,1.75,30,"1970-08-01 1999-08-01",11.01,1.07,30,"1970-08-01 1999-08-01",58.73,3.75,30,"1970-08-01 1999-08-01",13.35,0.88,30,"1970-08-01 1999-08-01",1.88,0.73,30,"1970-08-01 1999-08-01",39.08,35.31,30,"1970-08-01 1999-08-01",39.08,35.31,30,"1970-08-01 1999-08-01",0,0,30,"1970-08-01 1999-08-01",0,0,30,"1970-08-01 1999-08-01",,,,
2000-07-01,14.19,0.86,30,"1970-07-01 1999-07-01",88.92,3.54,30,"1970-07-01 1999-07-01",21.75,1.14,30,"1970-07-01 1999-07-01",20.57,2.32,30,"1970-07-01 1999-07-01",10.48,1.01,30,"1970-07-01 1999-07-01",57.1,4.04,30,"1970-07-01 1999-07-01",13.14,0.83,30,"1970-07-01 1999-07-01",2.4,1.02,30,"1970-07-01 1999-07-01",37.85,24.02,30,"1970-07-01 1999-07-01",37.85,24.02,30,"1970-07-01 1999-07-01",0,0,30,"1970-07-01 1999-07-01",0,0,30,"1970-07-01 1999-07-01",,,,
2000-06-01,12.28,1,30,"1970-06-01 1999-06-01",89.49,3.03,30,"1970-06-01 1999-06-01",19.21,1.14,30,"1970-06-01 1999-06-01",21.13,1.57,30,"1970-06-01 1999-06-01",8.23,1.12,30,"1970-06-01 1999-06-01",57.1,3.37,30,"1970-06-01 1999-06-01",11.19,0.85,30,"1970-06-01 1999-06-01",2.53,0.94,30,"1970-06-01 1999-06-01",54.14,30.71,30,"1970-06-01 1999-06-01",54.14,30.71,30,"1970-06-01 1999-06-01",0,0,30,"1970-06-01 1999-06-01",0,0,30,"1970-06-01 1999-06-01",,,,
2000-05-01,9.97,1.02,30,"1970-05-01 1999-05-01",89.95,2.84,30,"1970-05-01 1999-05-01",16.48,1.05,30,"1970-05-01 1999-05-01",22.53,2.14,30,"1970-05-01 1999-05-01",5.46,1.26,30,"1970-05-01 1999-05-01",57.19,3.08,30,"1970-05-01 1999-05-01",8.42,0.97,30,"1970-05-01 1999-05-01",2.24,0.85,30,"1970-05-01 1999-05-01",65.19,31.31,30,"1970-05-01 1999-05-01",65.19,31.31,30,"1970-05-01 1999-05-01",0,0,30,"1970-05-01 1999-05-01",0,0,30,"1970-05-01 1999-05-01",,,,
2000-04-01,7.04,1.14,30,"1970-04-01 1999-04-01",89.89,3.16,30,"1970-04-01 1999-04-01",12.98,1,30,"1970-04-01 1999-04-01",24,2.47,30,"1970-04-01 1999-04-01",2.25,1.43,30,"1970-04-01 1999-04-01",58.1,3.73,30,"1970-04-01 1999-04-01",5.21,1.1,30,"1970-04-01 1999-04-01",2.45,1.13,30,"1970-04-01 1999-04-01",86.26,38.03,30,"1970-04-01 1999-04-01",85.8,37.56,30,"1970-04-01 1999-04-01",0.43,1.26,30,"1970-04-01 1999-04-01",0,0.02,30,"1970-04-01 1999-04-01",,,,
2000-03-01,5.21,1.41,30,"1970-03-01 1999-03-01",91.36,3.08,30,"1970-03-01 1999-03-01",10.14,1.2,30,"1970-03-01 1999-03-01",24.49,3.26,30,"1970-03-01 1999-03-01",0.43,1.63,30,"1970-03-01 1999-03-01",62.69,3.86,30,"1970-03-01 1999-03-01",3.01,1.1,30,"1970-03-01 1999-03-01",2.9,1.23,30,"1970-03-01 1999-03-01",112.59,42.63,30,"1970-03-01 1999-03-01",110.12,41.26,30,"1970-03-01 1999-03-01",2.64,5.02,30,"1970-03-01 1999-03-01",0.2,0.48,30,"1970-03-01 1999-03-01",,,,
2000-02-01,3.99,1.86,30,"1970-02-01 1999-02-01",93.15,2.75,30,"1970-02-01 1999-02-01",8,1.43,30,"1970-02-01 1999-02-01",23.23,3.88,30,"1970-02-01 1999-02-01",-0.68,2.15,30,"1970-02-01 1999-02-01",67.86,4.93,30,"1970-02-01 1999-02-01",1.51,1.63,30,"1970-02-01 1999-02-01",2.97,1.8,30,"1970-02-01 1999-02-01",122.49,51.05,30,"1970-02-01 1999-02-01",113.37,51.98,30,"1970-02-01 1999-02-01",9.47,13.07,30,"1970-02-01 1999-02-01",0.5,1.13,30,"1970-02-01 1999-02-01",,,,
2000-01-01,3.02,2.11,30,"1970-01-01 1999-01-01",94.05,3.32,30,"1970-01-01 1999-01-01",6.12,1.69,30,"1970-01-01 1999-01-01",21.85,4.55,30,"1970-01-01 1999-01-01",-1.33,2.59,30,"1970-01-01 1999-01-01",72.98,6.48,30,"1970-01-01 1999-01-01",0.47,1.99,30,"1970-01-01 1999-01-01",2.87,1.44,30,"1970-01-01 1999-01-01",151.43,60.98,30,"1970-01-01 1999-01-01",137.41,60.1,30,"1970-01-01 1999-01-01",15.64,24.43,30,"1970-01-01 1999-01-01",1.2,2.17,30,"1970-01-01 1999-01-01",,,,
1999-12-01,3.23,2.01,30,"1969-12-01 1998-12-01",94,2.98,30,"1969-12-01 1998-12-01",6.22,1.62,30,"1969-12-01 1998-12-01",22.87,4.33,30,"1969-12-01 1998-12-01",-1.01,2.41,30,"1969-12-01 1998-12-01",73.73,5.58,30,"1969-12-01 1998-12-01",0.81,1.76,30,"1969-12-01 1998-12-01",3.09,1.33,30,"1969-12-01 1998-12-01",176.04,59.82,30,"1969-12-01 1998-12-01",161.27,56.5,30,"1969-12-01 1998-12-01",15.79,22.07,30,"1969-12-01 1998-12-01",1,1.84,30,"1969-12-01 1998-12-01",,,,
1999-11-01,5.52,2.11,30,"1969-11-01 1998-11-01",93.54,3.83,30,"1969-11-01 1998-11-01",8.94,1.49,30,"1969-11-01 1998-11-01",23.52,3.17,30,"1969-11-01 1998-11-01",1.19,2.48,30,"1969-11-01 1998-11-01",71.85,5.32,30,"1969-11-01 1998-11-01",2.99,1.84,30,"1969-11-01 1998-11-01",3.07,1.39,30,"1969-11-01 1998-11-01",178.63,70.39,30,"1969-11-01 1998-11-01",175.71,70.92,30,"1969-11-01 1998-11-01",2.85,5.79,30,"1969-11-01 1998-11-01",0.1,0.33,30,"1969-11-01 1998-11-01",,,,
1999-10-01,9.36,1,30,"1969-10-01 1998-10-01",94.53,3.13,30,"1969-10-01 1998-10-01",13.48,0.9,30,"1969-10-01 1998-10-01",21.47,2.88,30,"1969-10-01 1998-10-01",5.02,1.23,30,"1969-10-01 1998-10-01",70.11,3.93,30,"1969-10-01 1998-10-01",6.5,0.99,30,"1969-10-01 1998-10-01",2.09,1.14,30,"1969-10-01 1998-10-01",109.11,60.72,30,"1969-10-01 1998-10-01",108.99,60.84,30,"1969-10-01 1998-10-01",0.09,0.37,30,"1969-10-01 1998-10-01",0,0.01,30,"1969-10-01 1998-10-01",,,,
1999-09-01,12.67,1.23,30,"1969-09-01 1998-09-01",93.11,2.77,30,"1969-09-01 1998-09-01",18.59,1.33,30,"1969-09-01 1998-09-01",20.83,1.99,30,"1969-09-01 1998-09-01",8.68,1.37,30,"1969-09-01 1998-09-01",63.69,4.88,30,"1969-09-01 1998-09-01",10.4,1,30,"1969-09-01 1998-09-01",1.62,0.93,30,"1969-09-01 1998-09-01",58.39,36.29,30,"1969-09-01 1998-09-01",58.39,36.29,30,"1969-09-01 1998-09-01",0,0,30,"1969-09-01 1998-09-01",0,0,30,"1969-09-01 1998-09-01",,,,
1999-08-01,14.45,1.01,30,"1969-08-01 1998-08-01",90.05,3,30,"1969-08-01 1998-08-01",21.79,1.19,30,"1969-08-01 1998-08-01",20.34,1.75,30,"1969-08-01 1998-08-01",10.88,1.11,30,"1969-08-01 1998-08-01",58.49,3.68,30,"1969-08-01 1998-08-01",13.25,0.92,30,"1969-08-01 1998-08-01",1.84,0.69,30,"1969-08-01 1998-08-01",39.63,35.34,30,"1969-08-01 1998-08-01",39.63,35.34,30,"1969-08-01 1998-08-01",0,0,30,"1969-08-01 1998-08-01",0,0,30,"1969-08-01 1998-08-01",,,,
1999-07-01,14.18,0.86,30,"1969-07-01 1998-07-01",88.83,3.51,30,"1969-07-01 1998-07-01",21.79,1.12,30,"1969-07-01 1998-07-01",20.55,2.31,30,"1969-07-01 1998-07-01",10.46,1.02,30,"1969-07-01 1998-07-01",56.83,4.07,30,"1969-07-01 1998-07-01",13.13,0.84,30,"1969-07-01 1998-07-01",2.31,0.98,30,"1969-07-01 1998-07-01",36.21,23.73,30,"1969-07-01 1998-07-01",36.21,23.73,30,"1969-07-01 1998-07-01",0,0,30,"1969-07-01 1998-07-01",0,0,30,"1969-07-01 1998-07-01",,,,
1999-06-01,12.36,1.07,30,"1969-06-01 1998-06-01",89.42,2.97,30,"1969-06-01 1998-06-01",19.32,1.17,30,"1969-06-01 1998-06-01",21.17,1.57,30,"1969-06-01 1998-06-01",8.32,1.22,30,"1969-06-01 1998-06-01",57.05,3.32,30,"1969-06-01 1998-06-01",11.26,0.92,30,"1969-06-01 1998-06-01",2.51,0.91,30,"1969-06-01 1998-06-01",51.92,30.95,30,"1969-06-01 1998-06-01",51.92,30.95,30,"1969-06-01 1998-06-01",0,0,30,"1969-06-01 1998-06-01",0,0,30,"1969-06-01 1998-06-01",,,,
1999-05-01,10.05,1.01,30,"1969-05-01 1998-05-01",89.97,2.84,30,"1969-05-01 1998-05-01",16.57,1.03,30,"1969-05-01 1998-05-01",22.43,2.06,30,"1969-05-01 1998-05-01",5.53,1.22,30,"1969-05-01 1998-05-01",57.2,3.08,30,"1969-05-01 1998-05-01",8.45,0.96,30,"1969-05-01 1998-05-01",2.13,0.84,30,"1969-05-01 1998-05-01",64.11,32.06,30,"1969-05-01 1998-05-01",64.11,32.06,30,"1969-05-01 1998-05-01",0,0,30,"1969-05-01 1998-05-01",0,0,30,"1969-05-01 1998-05-01",,,,
1999-04-01,7.06,1.14,30,"1969-04-01 1998-04-01",90.04,3.19,30,"1969-04-01 1998-04-01",12.94,1.02,30,"1969-04-01 1998-04-01",23.98,2.46,30,"1969-04-01 1998-04-01",2.3,1.41,30,"1969-04-01 1998-04-01",58.45,3.78,30,"1969-04-01 1998-04-01",5.24,1.09,30,"1969-04-01 1998-04-01",2.52,1.13,30,"1969-04-01 1998-04-01",87.92,37.66,30,"1969-04-01 1998-04-01",87.46,37.21,30,"1969-04-01 1998-04-01",0.43,1.26,30,"1969-04-01 1998-04-01",0,0.02,30,"1969-04-01 1998-04-01",,,,
1999-03-01,5.23,1.41,30,"1969-03-01 1998-03-01",91.36,3.08,30,"1969-03-01 1998-03-01",10.15,1.19,30,"1969-03-01 1998-03-01",24.23,3.04,30,"1969-03-01 1998-03-01",0.41,1.64,30,"1969-03-01 1998-03-01",62.75,3.85,30,"1969-03-01 1998-03-01",2.96,1.12,30,"1969-03-01 1998-03-01",2.78,1.15,30,"1969-03-01 1998-03-01",111.97,42.87,30,"1969-03-01 1998-03-01",109.51,41.47,30,"1969-03-01 1998-03-01",2.64,5.02,30,"1969-03-01 1998-03-01",0.2,0.48,30,"1969-03-01 1998-03-01",,,,
1999-02-01,3.93,1.88,30,"1969-02-01 1998-02-01",93.2,2.77,30,"1969-02-01 1998-02-01",7.94,1.45,30,"1969-02-01 1998-02-01",22.78,3.11,30,"1969-02-01 1998-02-01",-0.76,2.16,30,"1969-02-01 1998-02-01",67.99,4.89,30,"1969-02-01 1998-02-01",1.4,1.66,30,"1969-02-01 1998-02-01",2.81,1.61,30,"1969-02-01 1998-02-01",116.91,49.71,30,"1969-02-01 1998-02-01",107.73,50.22,30,"1969-02-01 1998-02-01",9.54,13.05,30,"1969-02-01 1998-02-01",0.6,1.17,30,"1969-02-01 1998-02-01",,,,
1999-01-01,2.75,2.32,30,"1969-01-01 1998-01-01",93.89,3.33,30,"1969-01-01 1998-01-01",5.88,1.99,30,"1969-01-01 1998-01-01",21.77,4.5,30,"1969-01-01 1998-01-01",-1.65,2.82,30,"1969-01-01 1998-01-01",72.77,6.49,30,"1969-01-01 1998-01-01",0.19,2.25,30,"1969-01-01 1998-01-01",2.78,1.37,30,"1969-01-01 1998-01-01",148.24,59.66,30,"1969-01-01 1998-01-01",132.39,59.05,30,"1969-01-01 1998-01-01",17.81,25.78,30,"1969-01-01 1998-01-01",1.6,2.97,30,"1969-01-01 1998-01-01",,,,
1998-12-01,3.15,2.05,30,"1968-12-01 1997-12-01",93.98,2.98,30,"1968-12-01 1997-12-01",6.15,1.67,30,"1968-12-01 1997-12-01",22.75,4.16,30,"1968-12-01 1997-12-01",-1.13,2.48,30,"1968-12-01 1997-12-01",73.63,5.62,30,"1968-12-01 1997-12-01",0.72,1.82,30,"1968-12-01 1997-12-01",3.07,1.29,30,"1968-12-01 1997-12-01",173.69,58.08,30,"1968-12-01 1997-12-01",158.29,55.42,30,"1968-12-01 1997-12-01",16.7,23.31,30,"1968-12-01 1997-12-01",1,1.84,30,"1968-12-01 1997-12-01",,,,
1998-11-01,5.48,2.08,30,"1968-11-01 1997-11-01",93.52,3.82,30,"1968-11-01 1997-11-01",8.93,1.48,30,"1968-11-01 1997-11-01",23.46,3.11,30,"1968-11-01 1997-11-01",1.12,2.41,30,"1968-11-01 1997-11-01",71.69,5.21,30,"1968-11-01 1997-11-01",2.93,1.78,30,"1968-11-01 1997-11-01",2.97,1.32,30,"1968-11-01 1997-11-01",175.17,69.25,30,"1968-11-01 1997-11-01",172.25,69.65,30,"1968-11-01 1997-11-01",2.85,5.79,30,"1968-11-01 1997-11-01",0.1,0.33,30,"1968-11-01 1997-11-01",,,,
1998-10-01,9.33,0.99,30,"1968-10-01 1997-10-01",94.55,3.14,30,"1968-10-01 1997-10-01",13.44,0.9,30,"1968-10-01 1997-10-01",21.55,2.91,30,"1968-10-01 1997-10-01",4.99,1.21,30,"1968-10-01 1997-10-01",70.2,3.91,30,"1968-10-01 1997-10-01",6.47,0.98,30,"1968-10-01 1997-10-01",2.1,1.16,30,"1968-10-01 1997-10-01",111.33,61.95,30,"1968-10-01 1997-10-01",111.22,62.08,30,"1968-10-01 1997-10-01",0.09,0.37,30,"1968-10-01 1997-10-01",0,0.01,30,"1968-10-01 1997-10-01",,,,
