,datasetid,recordid,record_timestamp,fields.status,fields.descriptionofwork,fields.yearofinstallation,fields.photourl.mimetype,fields.photourl.format,fields.photourl.filename,fields.photourl.width,fields.photourl.id,fields.photourl.height,fields.photourl.thumbnail,fields.sitename,fields.registryid,fields.url,fields.neighbourhood,fields.geom.type,fields.geom.coordinates,fields.photocredits,fields.ownership,fields.artists,fields.siteaddress,fields.artistprojectstatement,fields.geo_local_area,fields.type,fields.primarymaterial,fields.locationonsite,longitude,latitude
229,public-art,63e153f8ace01b278e664cecd34f3c9c6c3ba0fb,2020-06-22T10:31:46.074000+00:00,Removed,Shigeru Ban is the 17th installation in the Offsite series. Offsite is organized by the Vancouver Art Gallery and funded by the City of Vancouver through the Public Art Program.,2018,application/octet-stream,aspx?AreaId=764&ImageId=1286,LShigeru_Ban_install_02.jpg,300.0,2abc57ec29b3124767415bab45064a5c,300.0,False,Shangri-la - Offsite,764,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=764,West End,Point,"[-123.123827, 49.285591]","Trevor Mills, Vancouver Art Gallery",Privately owned,589,1128 West Georgia Street,"In 1995 a 6.9 magnitude earthquake struck the coast of Japan with its epicentre at the major port city of Kobe. More than 6,000 people were killed and 200,000 made homeless. A young Tokyo-based architect—Shigeru Ban—known for his innovative work utilizing paper and cardboard tubing as a building material, was invited to respond to the urgent need for temporary relief shelter. His interest in paper, with its low cost, easy accessibility and simple application, provided him with readymade materials to design and build a sturdy, economical and ecologically sustainable home for thousands who were displaced in the disaster. This simple building has become the prototype for similar disaster relief structures built around the world for the past twenty years.  - Courtesy of the Vancouver Art Gallery",West End,Sculpture,,West of Shangri-la Hotel (on W. Georgia between Thurlow and Bute),-123.123827,49.285591
230,public-art,468026ae5f2ff277c721555f89fbd782f443401b,2020-06-22T10:31:46.074000+00:00,In place,"This piece is a contemporary abstract interpretation of a front of a boat. In this piece Khouri chose to use all the materials that the boat industry has used throughout the ages. (Wood, Stainless Steel, Carbon Fibre).",2018,application/octet-stream,aspx?AreaId=778&ImageId=1378,L_DSC8889-lo-res.jpg,300.0,2d8500fd3e608b6ee96aa603ccb5f46f,300.0,False,Embassy Development,778,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=778,Mount Pleasant,Point,"[-123.107758, 49.269553]",Iman Khalili,Privately owned,601,West 2nd Avenue and Manitoba Street,,Mount Pleasant,Sculpture,"Stainless steel, wood and carbon fiber",Located within the pedestrian mews at 100 block west 2nd between Manitoba and Columbia,-123.107758,49.269553
231,public-art,f837a70fd3751995c963fbd8d99f63380cd3fb39,2020-06-22T10:31:46.074000+00:00,In place,mosaic,1965,application/octet-stream,aspx?AreaId=7&ImageId=6,LAW7-1.jpg,300.0,d5573e42185783def2a287bbbbb38b77,300.0,False,Mini Park,7,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=7,Downtown,Point,"[-123.117, 49.287305]",,Privately owned,195,Burrard & Hastings Street,,Downtown,Mosaic,"Rock, metal","N.E. corner on sidewalk, opposite Marine Building",-123.117,49.287305
232,public-art,a8b408cb1edc668e2ef1f888e9c0b23369c0e8af,2020-06-22T10:31:46.074000+00:00,Removed,"Rainforest is a tilted steel platform with 28 steel poles meant to represent a forest of trees and also the driving rain. There are  silhouettes of objects like and axe, cross saw, chairs, etc, interspersed among the poles.  Rainforest was loaned to The Reach Gallery in Abbotsford as part of its exhibition on trees.",1986,application/octet-stream,aspx?AreaId=12&ImageId=9,LAW12-1.jpg,300.0,9d8ad24e5bdbfaa685cc209b52b1c31d,300.0,False,On loan to The Reach Gallery in Abbotsford,12,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=12,,,,,City of Vancouver,35,,"Rainforest was designed in response to a call for public outdoor sculptures to be constructed and exhibited at Expo ‘86 in Vancouver. The piece was fabricated in Vanier Park during the summer of 1986 where visitors were invited to watch the construction process and interact with the artist.  The piece primarily consists of numerous parallel steel pipes intended to provide the sense of driving rain. Attached to many of these angled rain-like elements are shorter smaller pipes producing a simplified tree forms.   Interspersed among the pipe components are various objects associated with forestry; a crosscut saw, a baseball bat, a ladder, a house, all set at the identical angle to the tree branches.
The intention is to merge the visual sense of driving rain with trees and objects associated with forestry. Excessive repetition causes the piece to appear both chaotic and ordered.  Hopefully viewers can focus on any one of, or all of these elements simultaneously.",,Sculpture,Steel,,-123.1207,49.2827
233,public-art,26f6a34b185a03e60825bf21a1d81672b5691e8c,2020-06-22T10:31:46.074000+00:00,Removed,,1970,application/octet-stream,aspx?AreaId=16&ImageId=11,LAW16-1.jpg,300.0,e5b65839dd76b601f21f70a9623fddb3,300.0,False,Plaza 500 Hotel,16,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=16,Mount Pleasant,Point,"[-123.115462, 49.260104]",,Privately owned,30,Cambie & 12th Avenue,,Fairview,Relief,"Concrete, glass","Exterior, east side",-123.115462,49.260104
234,public-art,fd5b0dff2542e121df3f9997b25d1542acb47b2c,2020-06-22T10:31:46.074000+00:00,In place,This is a classic bronze bust of the former mayor of Vancouver in official regalia.,1948,application/octet-stream,aspx?AreaId=18&ImageId=12,LAW18-1.jpg,300.0,8eb74e3e3d9f738d648a1c5309774075,300.0,False,Vancouver City Hall,18,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=18,Mount Pleasant,Point,"[-123.113718, 49.260687]",Barbara Cole,City of Vancouver,20,453 West 12th Avenue at Cambie,"Chuck Davis called Gerry McGeer a ""human bulldozer"" in an article in the Vancouver Sun In his first week as mayor of Vancouver, he confiscated 1000 slot machines around the city. He was mayor during the 1935 demonstration by unemployed workers in the downtown eastside and was instrumental in building city hall on its 12th Avenue site. He died during his second term as mayor in 1947. (Vancouver Sun, April 7, 2001,H5)",Mount Pleasant,Figurative,Bronze,East of 12th Avenue entrance,-123.113718,49.260687
235,public-art,95e5deb33707e36823810fba45e71cb008a534c1,2020-06-22T10:31:46.074000+00:00,In place,,1959,application/octet-stream,aspx?AreaId=22&ImageId=16,LAW22-1.jpg,300.0,f0efb6dfbd9b47709889e73cdd34d9ac,300.0,False,Grandview Park,22,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=22,Grandview-Woodland,Point,"[-123.069796, 49.27352]",,City of Vancouver,195,Commercial Dr. & William Street,,Grandview-Woodland,Memorial or monument,Granite,"In centre of lawn, along Commercial Drive.",-123.069796,49.27352
236,public-art,19f7adfbd9dfd2090d81c7189b6fa05d365cbfbb,2020-06-22T10:31:46.074000+00:00,In place,A commemorative sculpture based on three abstract tree trunk forms made of BC granite set in a circle in varying heights. There are relief carvings in the stone that recall the history of logging and milling.,1966,application/octet-stream,aspx?AreaId=29&ImageId=23,LAW29-1.jpg,300.0,be1205d8acfcb2e117c9bb0c178c16ab,300.0,False,Flying Angel Seamen's Club,29,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=29,Downtown,Point,"[-123.094871, 49.286208]",,private,41,Dunlevy Street (north end),"The sculpture was to mark the spot of the old Hastings Mill near the National Harbours Board Building. The National Harbours Board, the Hamber Foundation and the Koerner Foundation all contributed to the project.",Strathcona,Memorial or monument,Three forms of BC granite,North off parking lot,-123.094871,49.286208
237,public-art,8181fbb9aec23bfd3eb39645ed27287424a4217c,2020-06-22T10:31:46.074000+00:00,Removed,,1974,application/octet-stream,aspx?AreaId=32&ImageId=26,LAW32-1.jpg,300.0,c292acbdd9f67e0068bb35ddaee774a0,300.0,False,Pacific Centre (Downtown),32,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=32,,Point,"[-123.1181, 49.282713]",,private,264,Granville & Georgia Street (Downtown),"The artist said that ""The sculpture to me was like a silent song.""  Piece was removed by owners and donated to City of Surrey in 1988, where it was supposed to go in front of the justice centre. However, it was disassembled and stored.  It was sold for scrap metal in 1996. It was reported to have been an accident by city staff but the union said the city manager ordered it sold. Surrey issued a public apology to the artist.  (K. Sinoski, Province, Mar 4, 1996)",Downtown,Sculpture,Stainless steel,Centre of plaza,-123.1181,49.282713
238,public-art,80bca5a84437d589c8876d9c806479f246bfa413,2020-06-22T10:31:46.074000+00:00,In place,The work is a cast bronze block form with arched openings and extraneous forms attached.,1967,application/octet-stream,aspx?AreaId=39&ImageId=772,L2.JPG,300.0,1c2a549f8916a1faa256616754bc11de,300.0,False,Queen Elizabeth Playhouse,39,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=39,Downtown,Point,"[-123.112989, 49.280518]",Maxime Cyr-Morton,City of Vancouver,116,Dunsmuir and Hamilton,Vancouver Centennial Committee Purchase Award 1967,Downtown,Sculpture,Bronze,"Exterior, north of the Playhouse lobby",-123.112989,49.280518
239,public-art,962d18b6f6e4f0144c59bb6be1445af641353fb6,2020-06-22T10:31:46.074000+00:00,Removed,"This sculpture was removed and replaced in 2000 by ""Royal Sweet Diamond"" by Joe Fafard.",1976,application/octet-stream,aspx?AreaId=40&ImageId=32,LAW40-1.jpg,300.0,d902dcf5e8fc7f97e25774d4e994628a,300.0,False,BC Turf Bldg. (Downtown),40,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=40,Downtown,Point,"[-123.115207, 49.281486]",,private,241,475 West Georgia Street,,Downtown,Sculpture,Bronze,Left of entrance,-123.115207,49.281486
240,public-art,636a8c61ff79d83c8c9b153f5fc19da2a0daaf62,2020-06-22T10:31:46.074000+00:00,Removed,"Seventy-four upright cedar blocks, 3'x3' each by varying heights from 2' to 17' and each set in a 6"" base. These timbers are set on end in a seemingly random pattern on six concrete pads in the middle of Granville Square and mostly enclosed within a 50 foot diameter circle of red tiles. The sculpture measures about 40 feet by 60 feet and is roughly in the shape of a cross.  Known as ""Phifer's Fountain"", this work was commissioned in 1973 by the CPR and Marathon Realty to address a plaza of which the zoning panel of the day said ""a truly `civic square', as the developers propose, should be more generous and festive in concept."" (Rezoning application, October 1968) This plaza was described in the 1969 development permit application as ""developed with trees, sitting area, fountain, grass mounds, architectural lighting, etc."" Somewhere along the line, the ""fountain"" turned into a 30 foot by 60 foot sculpture.
""The CPR went to Washington State to find someone to design these columns of squared timber to represent, in abstract form, BC forests. The wood used would supply enough timber to build 10 homes."" (A Guide to Sculpture in Vancouver, Peggy Imredy, 1980)
By 2002, some of these columns had deteriorated substantially and Marathon wanted to redevelop the plaza. Some effort was made to find a new home for this quintessential 70s work, with the artist choosing to give it to the interior community of Princeton, where it currently stands as the gateway to the Trans Canada Trail. http://town.princeton.bc.ca/newpages/parksandrec/phifersfount.html#",1973,application/octet-stream,aspx?AreaId=46&ImageId=38,LAW46-1.jpg,300.0,2a6d1a6194d935dee701b126429272ec,300.0,False,Granville Square Plaza 200 (Downtown),46,https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=46,Downtown,Point,"[-123.1122, 49.288835]",,private,118,North end of Granville Street (Downtown),,Downtown,Sculpture,Western red cedar,Centre of plaza,-123.1122,49.288835
